Wave
34
37
40
40
42
43
43
43
42
41
40
39
37
36
35
33
31
30
30
33
38
43
50
56
59
59
56
53
49
45
43
41
40
39
37
36
35
35
34
34
33
33
32
31
29
27
25
23
22
20
19
17
16
15
16
19
24
31
40
48
56
61
63
62
60
56
52
48
44
41
40
38
37
36
37
37
37
36
35
33
31
29
28
27
26
26
25
25
24
24
24
25
28
34
41
49
56
62
66
66
65
62
59
56
54
52
51
50
49
49
49
49
50
49
48
46
43
40
37
34
32
30
28
27
26
25
25
25
27
32
38
46
55
63
69
71
69
66
62
58
54
52
50
48
45
44
43
43
44
46
48
51
52
53
52
51
48
46
43
41
38
34
30
26
23
20
18
17
19
23
30
38
46
54
59
63
64
63
62
60
59
57
55
53
51
49
48
49
49
50
51
51
50
48
46
43
40
38
36
33
31
28
26
23
20
17
16
16
18
22
30
39
48
58
66
70
71
69
66
62
58
58
51
48
48
42
40
40
38
37
37
34
32
32
27
26
26
24
23
23
23
23
23
24
24
26
31
37
44
51
58
63
66
65
63
59
56
52
49
46
44
42
41
40
40
41
41
41
40
39
38
35
33
31
29
28
26
25
25
24
23
22
22
22
24
29
36
44
54
62
68
71
70
68
65
62
59
57
55
53
50
48
45
42
40
40
39
38
37
36
34
33
32
32
31
30
29
29
28
27
26
26
25
25
24
23
22
24
28
35
43
52
60
66
68
67
64
61
57
55
52
50
48
46
45
44
43
43
42
42
41
40
38
37
34
32
29
27
24
22
20
19
18
17
16
16
15
13
12
11
11
14
21
29
39
48
55
60
61
59
55
52
48
45
42
39
37
34
33
31
31
31
30
30
28
26
24
21
19
17
16
15
14
14
14
15
15
16
18
23
30
39
48
57
64
67
68
66
62
58
54
50
46
43
40
39
38
38
38
38
38
37
36
34
33
31
30
29
28
28
27
27
26
25
25
28
33
33
48
57
57
67
68
68
63
60
60
54
51
51
46
44
42
41
41
41
42
42
42
41
40
38
36
35
33
32
30
29
28
27
26
24
23
22
22
25
31
40
49
59
68
73
75
74
72
68
65
61
58
55
52
49
47
45
44
43
42
41
40
39
37
35
33
32
30
29
28
28
27
27
27
26
26
24
23
20
18
18
20
25
33
41
50
57
60
61
59
55
51
47
44
41
39
37
35
34
33
33
33
32
32
32
31
29
28
26
24
22
20
19
18
17
16
15
14
12
12
13
17
23
32
40
48
54
58
58
56
53
50
47
44
41
40
38
37
37
38
39
40
40
40
39
37
34
32
30
28
27
27
26
25
24
24
26
30
36
44
54
62
69
73
73
70
65
60
55
51
48
44
41
40
38
36
36
36
36
36
35
35
33
32
32
31
31
31
31
31
31
30
29
27
26
25
26
31
38
46
55
63
68
70
69
67
64
62
59
56
54
51
49
47
45
44
44
43
43
42
42
40
40
38
37
35
34
32
31
30
29
28
28
27
26
25
24
23
23
27
32
40
49
59
66
71
72
70
68
64
61
58
55
53
50
48
45
43
41
40
39
38
36
35
33
31
29
29
25
23
23
22
21
21
22
21
21
20
19
19
17
18
18
27
36
45
54
62
67
68
66
63
58
54
49
45
42
40
38
36
35
35
34
34
34
33
32
31
29
28
26
25
24
23
23
22
22
21
21
22
25
31
38
46
55
62
67
68
67
64
61
57
53
50
47
45
43
42
42
43
43
44
44
43
41
40
38
36
34
32
31
30
29
28
27
27
26
25
25
28
34
41
51
61
70
75
77
77
74
70
66
63
60
57
54
52
50
48
47
47
47
46
46
45
43
41
40
38
36
34
32
31
30
29
28
28
28
27
26
25
25
25
26
30
37
45
55
64
72
76
77
75
72
69
65
61
59
56
53
50
48
47
46
46
46
46
44
42
40
39
36
34
33
31
30
29
28
27
26
25
25
25
24
24
22
21
20
19
19
23
30
39
48
58
65
69
69
66
63
59
55
52
48
45
42
40
39
38
37
37
37
37
35
34
32
29
27
26
24
24
23
22
22
22
21
20
19
19
18
19
19
30
38
38
54
61
61
65
63
63
57
54
54
47
44
44
40
40
40
40
40
40
40
40
38
36
35
33
32
31
30
30
29
29
28
27
26
26
26
30
67
72
74
73
70
66
61
58
55
52
49
46
44
42
40
40
40
40
39
38
36
34
32
30
28
27
25
24
23
22
21
21
21
21
21
21
21
20
19
18
17
18
21
28
38
48
59
67
72
73
72
68
64
61
57
53
50
48
46
44
43
42
41
41
41
40
39
38
36
35
33
31
30
28
27
26
25
24
23
23
23
22
22
21
21
20
19
18
18
19
24
31
41
51
61
68
72
71
69
65
61
57
53
50
46
43
40
39
38
37
36
36
35
34
32
30
27
25
23
21
19
18
17
17
17
17
17
17
16
16
17
19
25
32
40
48
55
60
61
60
57
53
49
45
41
38
36
34
33
34
35
36
38
39
39
38
37
35
33
31
29
28
27
25
24
23
23
22
21
23
27
34
42
51
61
68
72
73
71
67
63
59
55
51
48
45
43
41
41
41
41
42
42
42
41
40
39
37
35
33
31
30
28
28
27
27
26
25
24
24
25
29
36
44
54
64
71
75
75
74
71
67
64
64
58
55
55
50
48
48
46
46
46
45
44
42
40
39
39
36
35
35
33
31
30
30
29
29
28
27
26
25
25
26
30
37
44
54
63
70
74
75
74
71
68
65
63
60
57
55
53
51
49
48
47
46
46
44
43
41
40
37
34
32
30
28
27
26
25
24
24
23
22
21
20
20
20
22
28
36
44
54
62
68
70
70
67
63
59
55
51
48
45
43
41
40
40
40
40
40
40
40
38
36
34
33
32
31
30
30
30
29
28
28
27
27
29
32
39
46
54
62
68
71
71
68
65
62
59
56
53
50
47
45
44
44
44
44
