Wave
17
16
18
18
30
40
40
61
70
70
80
80
80
76
73
73
67
65
65
59
58
57
56
56
56
55
53
52
49
47
44
42
40
38
35
33
31
30
28
28
27
26
25
24
24
23
22
21
21
23
27
34
43
54
65
74
79
82
82
80
80
75
72
72
67
64
64
59
58
58
56
55
55
53
52
52
47
44
44
39
36
34
31
29
27
25
24
22
22
21
20
19
18
17
16
15
14
12
11
11
12
17
24
34
45
57
67
74
77
78
77
74
71
68
66
63
61
58
56
53
52
51
50
49
48
47
45
42
40
38
35
32
30
27
25
23
21
20
19
17
17
16
15
14
14
13
12
11
10
10
12
18
26
37
47
59
68
73
75
75
72
69
66
63
60
57
55
53
51
50
50
50
50
50
49
47
45
43
40
38
35
32
30
28
26
24
23
22
21
20
19
18
18
17
16
15
14
14
17
22
30
40
52
63
73
79
82
82
80
78
75
72
69
66
64
61
59
57
57
56
55
55
54
52
50
47
44
41
39
36
33
30
28
26
24
23
21
20
19
18
17
16
16
15
14
13
13
15
21
30
40
53
65
75
81
84
85
83
80
77
74
72
69
66
63
61
59
58
57
57
56
55
54
52
49
47
43
40
38
35
33
30
28
26
25
24
22
21
20
19
18
17
17
16
17
21
27
37
47
60
71
79
84
86
85
83
79
76
72
69
66
63
61
59
58
58
58
57
57
55
53
53
48
45
45
40
37
37
32
30
30
26
25
25
22
22
22
20
19
19
20
24
31
40
51
64
76
84
90
92
91
89
86
83
79
76
72
69
66
64
63
62
61
60
59
57
55
52
49
46
43
40
38
35
32
30
28
26
25
24
23
22
21
20
19
18
16
15
15
16
21
28
39
51
64
77
86
92
94
94
92
89
87
84
81
78
74
71
68
66
64
63
61
60
58
56
53
50
47
43
40
37
34
32
29
27
25
23
21
20
19
18
17
16
15
14
13
12
13
16
63
76
85
90
92
91
88
85
82
78
75
72
68
65
63
61
60
59
58
57
55
53
50
47
44
41
38
36
33
31
29
27
26
25
24
23
22
21
20
19
18
17
19
23
30
40
52
65
77
86
92
94
93
91
88
83
79
75
72
68
66
64
63
62
61
60
59
56
54
51
47
44
40
38
35
32
30
28
26
25
24
23
22
21
20
19
18
17
15
14
15
15
24
34
34
60
73
73
92
95
95
94
92
92
86
83
83
76
72
72
67
64
63
62
60
59
56
54
51
47
44
40
37
34
31
28
26
24
22
20
18
17
16
15
13
12
11
10
9
7
6
6
9
16
26
39
52
67
78
86
90
90
89
86
82
78
75
71
68
64
61
59
58
57
56
55
54
52
49
47
44
41
38
36
33
30
28
26
24
23
21
20
20
19
18
17
15
14
13
12
12
15
21
30
41
54
67
77
84
86
86
84
81
77
73
70
66
63
59
57
56
54
54
53
52
51
48
45
42
40
37
33
30
27
25
22
20
19
17
16
16
15
14
14
13
12
11
10
8
7
7
9
15
23
35
47
61
73
81
86
87
86
84
81
78
74
71
68
65
62
59
57
56
55
54
53
51
49
46
43
40
38
35
32
29
26
24
22
20
19
18
17
16
15
15
14
13
12
11
9
8
7
6
8
13
22
33
46
60
72
80
85
86
85
82
79
76
72
69
66
62
59
57
55
54
53
52
51
49
47
45
42
39
36
33
30
27
25
23
21
19
18
17
16
15
14
13
12
12
10
9
8
8
9
13
21
31
43
56
69
78
84
84
85
82
79
75
71
71
64
61
61
56
55
55
54
54
54
52
50
50
45
41
39
36
33
30
28
26
24
22
21
20
20
19
18
17
16
15
14
13
14
19
26
36
48
62
74
83
89
90
90
87
83
80
76
72
68
65
62
60
59
58
58
58
57
55
53
50
47
44
40
38
35
33
30
27
25
24
22
21
20
20
19
18
17
16
15
14
13
14
18
25
35
47
61
74
85
92
95
95
93
91
87
84
81
77
74
71
67
65
63
61
60
59
57
55
52
49
46
42
40
37
33
30
28
25
23
21
20
19
17
16
15
14
12
11
10
8
7
8
12
19
29
40
54
66
75
80
82
82
79
76
73
69
66
63
60
57
54
52
51
49
48
47
46
44
41
39
36
33
30
27
24
22
20
18
17
16
14
14
13
12
11
11
10
8
8
8
10
15
23
34
45
57
67
73
75
75
73
70
67
64
61
58
55
52
50
49
48
48
47
46
46
43
41
41
37
34
34
28
26
26
22
20
20
17
17
17
15
15
15
14
13
12
11
10
9
11
15
22
32
43
56
67
75
79
80
79
77
74
72
70
67
64
62
59
57
55
54
53
53
52
50
48
46
43
40
38
35
32
30
27
25
23
22
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
6
10
17
26
38
51
63
73
79
81
81
79
76
73
70
67
65
62
59
57
55
54
53
52
52
50
48
46
43
41
39
36
33
31
28
26
25
23
22
21
20
20
19
18
18
17
16
15
14
12
11
10
11
14
21
30
41
54
66
75
81
83
82
80
77
74
71
68
65
62
60
58
56
56
55
55
54
53
51
48
46
43
40
37
35
32
30
28
26
24
23
22
21
20
19
18
18
17
16
15
14
13
12
11
11
15
22
32
43
57
69
79
86
88
88
86
83
80
77
74
71
67
64
62
60
58
57
57
56
54
52
50
47
44
40
38
34
31
29
26
24
22
20
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
3
2
3
7
16
27
40
55
69
79
86
88
88
85
81
77
73
70
66
63
61
59
57
57
56
56
55
54
54
49
47
47
40
37
37
30
28
28
23
21
21
19
18
18
17
16
15
14
13
12
10
10
12
17
26
37
49
63
74
82
87
87
86
82
79
74
70
67
63
60
57
56
55
54
54
53
52
51
48
45
42
39
36
32
29
26
23
21
19
18
17
15
15
14
13
12
11
10
9
7
6
7
10
17
27
40
53
66
76
82
85
84
82
78
75
71
68
64
61
58
55
53
51
50
49
48
47
45
42
40
37
34
30
27
24
21
18
16
14
13
12
11
10
9
8
8
7
6
5
3
3
3
7
13
23
35
48
60
70
76
79
78
75
72
68
64
60
57
