lf,hf,lf_hf_ratio,lfnu,hfnu,total_power,vlf,num
0.0018659701832024237,0.004905476225103993,0.380385124211435,27.556449105370902,72.44355089462911,0.007382223892365048,0.0006107774840586312,1
