lf,hf,lf_hf_ratio,lfnu,hfnu,total_power,vlf,num
3.49E-05,8.64E-05,0.403399549,28.7444548,71.2555452,0.000132776,1.15E-05,3
3.17E-05,9.86E-05,0.32168507,24.33901063,75.66098937,0.000140378,1.01E-05,3
