lf,hf,lf_hf_ratio,lfnu,hfnu,total_power,vlf,num
3.4762902054044935e-05,8.955636532411446e-05,0.38816785304131224,27.962602086691625,72.03739791330838,0.00013572972109417885,1.1410453716019468e-05,13
0.00010693771263477095,0.0002746081852445483,0.38941924669703176,28.02748325408408,71.97251674591591,0.00041665744286161963,3.5111544982300387e-05,13
